gr,shape,colour,opacity,size
SC39NW,circle,black,0.8,1
SC48NW,circle,black,0.8,1
SC49NW,circle,black,0.8,1
SD30NW,circle,black,0.8,1
SD37NW,circle,black,0.8,1
SD41NW,circle,black,0.8,1
SD44NW,circle,black,0.8,1
SD45NW,circle,black,0.8,1
SD47NW,circle,black,0.8,1
SD73NW,circle,black,0.8,1
SD74NW,circle,black,0.8,1
SD75NW,circle,black,0.8,1
SD85NW,circle,black,0.8,1
SE02NW,circle,black,0.8,1
SE10NW,circle,black,0.8,1
SE13NW,circle,black,0.8,1
SE56NW,circle,black,0.8,1
SE60NW,circle,black,0.8,1
SE64NW,circle,black,0.8,1
SE68NW,circle,black,0.8,1
SE76NW,circle,black,0.8,1
SE83NW,circle,black,0.8,1
SE85NW,circle,black,0.8,1
SE86NW,circle,black,0.8,1
SE88NW,circle,black,0.8,1
SE91NW,circle,black,0.8,1
SE93NW,circle,black,0.8,1
SH12NW,circle,black,0.8,1
SH13NW,circle,black,0.8,1
SH22NW,circle,black,0.8,1
SH23NW,circle,black,0.8,1
SH32NW,circle,black,0.8,1
SH33NW,circle,black,0.8,1
SH34NW,circle,black,0.8,1
SH36NW,circle,black,0.8,1
SH37NW,circle,black,0.8,1
SH45NW,circle,black,0.8,1
SH46NW,circle,black,0.8,1
SH50NW,circle,black,0.8,1
SH53NW,circle,black,0.8,1
SH54NW,circle,black,0.8,1
SH56NW,circle,black,0.8,1
SH57NW,circle,black,0.8,1
SH58NW,circle,black,0.8,1
SH62NW,circle,black,0.8,1
SH66NW,circle,black,0.8,1
SH67NW,circle,black,0.8,1
SH71NW,circle,black,0.8,1
SH72NW,circle,black,0.8,1
SH76NW,circle,black,0.8,1
SH77NW,circle,black,0.8,1
SH78NW,circle,black,0.8,1
SH80NW,circle,black,0.8,1
SH82NW,circle,black,0.8,1
SH93NW,circle,black,0.8,1
SJ17NW,circle,black,0.8,1
SJ18NW,circle,black,0.8,1
SJ23NW,circle,black,0.8,1
SJ30NW,circle,black,0.8,1
SJ37NW,circle,black,0.8,1
SJ41NW,circle,black,0.8,1
SJ47NW,circle,black,0.8,1
SJ50NW,circle,black,0.8,1
SJ51NW,circle,black,0.8,1
SJ57NW,circle,black,0.8,1
SJ62NW,circle,black,0.8,1
SJ63NW,circle,black,0.8,1
SJ65NW,circle,black,0.8,1
SJ66NW,circle,black,0.8,1
SJ67NW,circle,black,0.8,1
SJ72NW,circle,black,0.8,1
SJ74NW,circle,black,0.8,1
SJ75NW,circle,black,0.8,1
SJ77NW,circle,black,0.8,1
SJ79NW,circle,black,0.8,1
SJ81NW,circle,black,0.8,1
SJ84NW,circle,black,0.8,1
SJ86NW,circle,black,0.8,1
SJ87NW,circle,black,0.8,1
SJ93NW,circle,black,0.8,1
SJ98NW,circle,black,0.8,1
SK01NW,circle,black,0.8,1
SK02NW,circle,black,0.8,1
SK03NW,circle,black,0.8,1
SK11NW,circle,black,0.8,1
SK12NW,circle,black,0.8,1
SK14NW,circle,black,0.8,1
SK20NW,circle,black,0.8,1
SK22NW,circle,black,0.8,1
SK26NW,circle,black,0.8,1
SK33NW,circle,black,0.8,1
SK43NW,circle,black,0.8,1
SK46NW,circle,black,0.8,1
SK48NW,circle,black,0.8,1
SK49NW,circle,black,0.8,1
SK52NW,circle,black,0.8,1
SK53NW,circle,black,0.8,1
SK57NW,circle,black,0.8,1
SK58NW,circle,black,0.8,1
SK59NW,circle,black,0.8,1
SK65NW,circle,black,0.8,1
SK68NW,circle,black,0.8,1
SK69NW,circle,black,0.8,1
SK74NW,circle,black,0.8,1
SK75NW,circle,black,0.8,1
SK76NW,circle,black,0.8,1
SK80NW,circle,black,0.8,1
SK84NW,circle,black,0.8,1
SK85NW,circle,black,0.8,1
SK90NW,circle,black,0.8,1
SK91NW,circle,black,0.8,1
SM71NW,circle,black,0.8,1
SN02NW,circle,black,0.8,1
SN14NW,circle,black,0.8,1
SN15NW,circle,black,0.8,1
SN20NW,circle,black,0.8,1
SN24NW,circle,black,0.8,1
SN25NW,circle,black,0.8,1
SN30NW,circle,black,0.8,1
SN35NW,circle,black,0.8,1
SN41NW,circle,black,0.8,1
SN43NW,circle,black,0.8,1
SN44NW,circle,black,0.8,1
SN45NW,circle,black,0.8,1
SN46NW,circle,black,0.8,1
SN55NW,circle,black,0.8,1
SN56NW,circle,black,0.8,1
SN57NW,circle,black,0.8,1
SN58NW,circle,black,0.8,1
SN67NW,circle,black,0.8,1
SN68NW,circle,black,0.8,1
SN75NW,circle,black,0.8,1
SO17NW,circle,black,0.8,1
SO21NW,circle,black,0.8,1
SO24NW,circle,black,0.8,1
SO32NW,circle,black,0.8,1
SO40NW,circle,black,0.8,1
SO50NW,circle,black,0.8,1
SO51NW,circle,black,0.8,1
SO61NW,circle,black,0.8,1
SO65NW,circle,black,0.8,1
SO66NW,circle,black,0.8,1
SO67NW,circle,black,0.8,1
SO70NW,circle,black,0.8,1
SO71NW,circle,black,0.8,1
SO72NW,circle,black,0.8,1
SO73NW,circle,black,0.8,1
SO74NW,circle,black,0.8,1
SO75NW,circle,black,0.8,1
SO76NW,circle,black,0.8,1
SO77NW,circle,black,0.8,1
SO81NW,circle,black,0.8,1
SO82NW,circle,black,0.8,1
SO83NW,circle,black,0.8,1
SO84NW,circle,black,0.8,1
SO85NW,circle,black,0.8,1
SO86NW,circle,black,0.8,1
SO87NW,circle,black,0.8,1
SO88NW,circle,black,0.8,1
SO89NW,circle,black,0.8,1
SO90NW,circle,black,0.8,1
SO93NW,circle,black,0.8,1
SO94NW,circle,black,0.8,1
SO95NW,circle,black,0.8,1
SO96NW,circle,black,0.8,1
SO98NW,circle,black,0.8,1
SO99NW,circle,black,0.8,1
SP03NW,circle,black,0.8,1
SP04NW,circle,black,0.8,1
SP05NW,circle,black,0.8,1
SP06NW,circle,black,0.8,1
SP08NW,circle,black,0.8,1
SP10NW,circle,black,0.8,1
SP11NW,circle,black,0.8,1
SP12NW,circle,black,0.8,1
SP13NW,circle,black,0.8,1
SP14NW,circle,black,0.8,1
SP15NW,circle,black,0.8,1
SP16NW,circle,black,0.8,1
SP17NW,circle,black,0.8,1
SP18NW,circle,black,0.8,1
SP21NW,circle,black,0.8,1
SP23NW,circle,black,0.8,1
SP24NW,circle,black,0.8,1
SP25NW,circle,black,0.8,1
SP26NW,circle,black,0.8,1
SP27NW,circle,black,0.8,1
SP28NW,circle,black,0.8,1
SP29NW,circle,black,0.8,1
SP30NW,circle,black,0.8,1
SP34NW,circle,black,0.8,1
SP35NW,circle,black,0.8,1
SP36NW,circle,black,0.8,1
SP37NW,circle,black,0.8,1
SP38NW,circle,black,0.8,1
SP39NW,circle,black,0.8,1
SP40NW,circle,black,0.8,1
SP41NW,circle,black,0.8,1
SP44NW,circle,black,0.8,1
SP45NW,circle,black,0.8,1
SP46NW,circle,black,0.8,1
SP47NW,circle,black,0.8,1
SP48NW,circle,black,0.8,1
SP49NW,circle,black,0.8,1
SP50NW,circle,black,0.8,1
SP52NW,circle,black,0.8,1
SP54NW,circle,black,0.8,1
SP56NW,circle,black,0.8,1
SP57NW,circle,black,0.8,1
SP58NW,circle,black,0.8,1
SP60NW,circle,black,0.8,1
SP62NW,circle,black,0.8,1
SP64NW,circle,black,0.8,1
SP66NW,circle,black,0.8,1
SP70NW,circle,black,0.8,1
SP71NW,circle,black,0.8,1
SP73NW,circle,black,0.8,1
SP74NW,circle,black,0.8,1
SP78NW,circle,black,0.8,1
SP81NW,circle,black,0.8,1
SP82NW,circle,black,0.8,1
SP83NW,circle,black,0.8,1
SP84NW,circle,black,0.8,1
SP88NW,circle,black,0.8,1
SP90NW,circle,black,0.8,1
SP91NW,circle,black,0.8,1
SP93NW,circle,black,0.8,1
SP94NW,circle,black,0.8,1
SP95NW,circle,black,0.8,1
SP96NW,circle,black,0.8,1
SP98NW,circle,black,0.8,1
SS09NW,circle,black,0.8,1
SS41NW,circle,black,0.8,1
SS43NW,circle,black,0.8,1
SS61NW,circle,black,0.8,1
SS63NW,circle,black,0.8,1
SS73NW,circle,black,0.8,1
SS80NW,circle,black,0.8,1
SS88NW,circle,black,0.8,1
SS90NW,circle,black,0.8,1
SS96NW,circle,black,0.8,1
ST00NW,circle,black,0.8,1
ST01NW,circle,black,0.8,1
ST02NW,circle,black,0.8,1
ST06NW,circle,black,0.8,1
ST09NW,circle,black,0.8,1
ST10NW,circle,black,0.8,1
ST11NW,circle,black,0.8,1
ST12NW,circle,black,0.8,1
ST20NW,circle,black,0.8,1
ST21NW,circle,black,0.8,1
ST23NW,circle,black,0.8,1
ST24NW,circle,black,0.8,1
ST25NW,circle,black,0.8,1
ST30NW,circle,black,0.8,1
ST32NW,circle,black,0.8,1
ST33NW,circle,black,0.8,1
ST35NW,circle,black,0.8,1
ST36NW,circle,black,0.8,1
ST39NE,circle,black,0.8,1
ST40NE,circle,black,0.8,1
ST42NE,circle,black,0.8,1
ST45NE,circle,black,0.8,1
ST46NE,circle,black,0.8,1
ST47NE,circle,black,0.8,1
ST48NE,circle,black,0.8,1
ST51NE,circle,black,0.8,1
ST52NE,circle,black,0.8,1
ST53NE,circle,black,0.8,1
ST55NE,circle,black,0.8,1
ST56NE,circle,black,0.8,1
ST57NE,circle,black,0.8,1
ST59NE,circle,black,0.8,1
ST61NE,circle,black,0.8,1
ST69NE,circle,black,0.8,1
ST76NE,circle,black,0.8,1
ST77NE,circle,black,0.8,1
ST78NE,circle,black,0.8,1
ST80NE,circle,black,0.8,1
ST90NE,circle,black,0.8,1
ST96NE,circle,black,0.8,1
SU02NE,circle,black,0.8,1
SU06NE,circle,black,0.8,1
SU08NE,circle,black,0.8,1
SU09NE,circle,black,0.8,1
SU17NE,circle,black,0.8,1
SU23NE,circle,black,0.8,1
SU50NE,circle,black,0.8,1
SU52NE,circle,black,0.8,1
SU60NE,circle,black,0.8,1
SU68NE,circle,black,0.8,1
SU73NE,circle,black,0.8,1
SU77NE,circle,black,0.8,1
SU78NE,circle,black,0.8,1
SU80NE,circle,black,0.8,1
SU83NE,circle,black,0.8,1
SU84NE,circle,black,0.8,1
SU85NE,circle,black,0.8,1
SU88NE,circle,black,0.8,1
SU89NE,circle,black,0.8,1
SU90NE,circle,black,0.8,1
SU94NE,circle,black,0.8,1
SU95NE,circle,black,0.8,1
SU98NE,circle,black,0.8,1
SU99NE,circle,black,0.8,1
SV91NE,circle,black,0.8,1
SW43NE,circle,black,0.8,1
SW53NE,circle,black,0.8,1
SW54NE,circle,black,0.8,1
SW61NE,circle,black,0.8,1
SW62NE,circle,black,0.8,1
SW64NE,circle,black,0.8,1
SW71NE,circle,black,0.8,1
SW72NE,circle,black,0.8,1
SW74NE,circle,black,0.8,1
SW75NE,circle,black,0.8,1
SW76NE,circle,black,0.8,1
SW84NE,circle,black,0.8,1
SW85NE,circle,black,0.8,1
SX08NE,circle,black,0.8,1
SX45NE,circle,black,0.8,1
SX47NE,circle,black,0.8,1
SX56NE,circle,black,0.8,1
SX57NE,circle,black,0.8,1
SX64NE,circle,black,0.8,1
SX65NE,circle,black,0.8,1
SX66NE,circle,black,0.8,1
SX68NE,circle,black,0.8,1
SX73NE,circle,black,0.8,1
SX74NE,circle,black,0.8,1
SX75NE,circle,black,0.8,1
SX76NE,circle,black,0.8,1
SX77NE,circle,black,0.8,1
SX78NE,circle,black,0.8,1
SX79NE,circle,black,0.8,1
SX83NE,circle,black,0.8,1
SX84NE,circle,black,0.8,1
SX86NE,circle,black,0.8,1
SX87NE,circle,black,0.8,1
SX88NE,circle,black,0.8,1
SX89NE,circle,black,0.8,1
SX95NE,circle,black,0.8,1
SX96NE,circle,black,0.8,1
SX97NE,circle,black,0.8,1
SX98NE,circle,black,0.8,1
SX99NE,circle,black,0.8,1
SY07NE,circle,black,0.8,1
SY08NE,circle,black,0.8,1
SY18NE,circle,black,0.8,1
SY19NE,circle,black,0.8,1
SY28NE,circle,black,0.8,1
SY29NE,circle,black,0.8,1
SY67NE,circle,black,0.8,1
SY88NE,circle,black,0.8,1
SY98NE,circle,black,0.8,1
SZ09NE,circle,black,0.8,1
SZ39NE,circle,black,0.8,1
SZ58NE,circle,black,0.8,1
SZ68NE,circle,black,0.8,1
SZ69NE,circle,black,0.8,1
TA04NE,circle,black,0.8,1
TA05NE,circle,black,0.8,1
TA10NE,circle,black,0.8,1
TA11NE,circle,black,0.8,1
TA12NE,circle,black,0.8,1
TA22NE,circle,black,0.8,1
TA32NE,circle,black,0.8,1
TA41NE,circle,black,0.8,1
TF00NE,circle,black,0.8,1
TF04NE,circle,black,0.8,1
TF10NE,circle,black,0.8,1
TF13NE,circle,black,0.8,1
TF16NE,circle,black,0.8,1
TF18NE,circle,black,0.8,1
TF41NE,circle,black,0.8,1
TF51NE,circle,black,0.8,1
TF55NE,circle,black,0.8,1
TF60NE,circle,black,0.8,1
TF61NE,circle,black,0.8,1
TF63NE,circle,black,0.8,1
TF64NE,circle,black,0.8,1
TF72NE,circle,black,0.8,1
TF80NE,circle,black,0.8,1
TF83NE,circle,black,0.8,1
TF90NE,circle,black,0.8,1
TF92NE,circle,black,0.8,1
TG01NE,circle,black,0.8,1
TG02NE,circle,black,0.8,1
TG10NE,circle,black,0.8,1
TG12NE,circle,black,0.8,1
TG13NE,circle,black,0.8,1
TG14NE,circle,black,0.8,1
TG20NE,circle,black,0.8,1
TG21NE,circle,black,0.8,1
TG22NE,circle,black,0.8,1
TG23NE,circle,black,0.8,1
TG30NE,circle,black,0.8,1
TG31NE,circle,black,0.8,1
TG33NE,circle,black,0.8,1
TG41NE,circle,black,0.8,1
TG42NE,circle,black,0.8,1
TL00NE,circle,black,0.8,1
TL01NE,circle,black,0.8,1
TL02NE,circle,black,0.8,1
TL03NE,circle,black,0.8,1
TL04NE,circle,black,0.8,1
TL05NE,circle,black,0.8,1
TL06NE,circle,black,0.8,1
TL07NE,circle,black,0.8,1
TL08NE,circle,black,0.8,1
TL10NE,circle,black,0.8,1
TL11NE,circle,black,0.8,1
TL12NE,circle,black,0.8,1
TL13NE,circle,black,0.8,1
TL14NE,circle,black,0.8,1
TL16NE,circle,black,0.8,1
TL17NE,circle,black,0.8,1
TL18NE,circle,black,0.8,1
TL19NE,circle,black,0.8,1
TL20NE,circle,black,0.8,1
TL21NE,circle,black,0.8,1
TL23NE,circle,black,0.8,1
TL25NE,circle,black,0.8,1
TL26NE,circle,black,0.8,1
TL27NE,circle,black,0.8,1
TL28NE,circle,black,0.8,1
TL30NE,circle,black,0.8,1
TL31NE,circle,black,0.8,1
TL32NE,circle,black,0.8,1
TL33NE,circle,black,0.8,1
TL37NE,circle,black,0.8,1
TL38NE,circle,black,0.8,1
TL41NE,circle,black,0.8,1
TL42NE,circle,black,0.8,1
TL43NE,circle,black,0.8,1
TL44NE,circle,black,0.8,1
TL45NE,circle,black,0.8,1
TL51NE,circle,black,0.8,1
TL53NE,circle,black,0.8,1
TL54NE,circle,black,0.8,1
TL55NE,circle,black,0.8,1
TL60NE,circle,black,0.8,1
TL61NE,circle,black,0.8,1
TL62NE,circle,black,0.8,1
TL63NE,circle,black,0.8,1
TL66NE,circle,black,0.8,1
TL68NE,circle,black,0.8,1
TL71NE,circle,black,0.8,1
TL72NE,circle,black,0.8,1
TL73NE,circle,black,0.8,1
TL75NE,circle,black,0.8,1
TL76NE,circle,black,0.8,1
TL78NE,circle,black,0.8,1
TL81NE,circle,black,0.8,1
TL88NE,circle,black,0.8,1
TL89NE,circle,black,0.8,1
TL91NE,circle,black,0.8,1
TL92NE,circle,black,0.8,1
TL93NE,circle,black,0.8,1
TL98NE,circle,black,0.8,1
TL99NE,circle,black,0.8,1
TM00NE,circle,black,0.8,1
TM01NE,circle,black,0.8,1
TM02NE,circle,black,0.8,1
TM05NE,circle,black,0.8,1
TM07NE,circle,black,0.8,1
TM08NE,circle,black,0.8,1
TM12NE,circle,black,0.8,1
TM14NE,circle,black,0.8,1
TM15NE,circle,black,0.8,1
TM17NE,circle,black,0.8,1
TM18NE,circle,black,0.8,1
TM19NE,circle,black,0.8,1
TM21NE,circle,black,0.8,1
TM23NE,circle,black,0.8,1
TM27NE,circle,black,0.8,1
TM28NE,circle,black,0.8,1
TM29NE,circle,black,0.8,1
TM35NE,circle,black,0.8,1
TM37NE,circle,black,0.8,1
TM38NE,circle,black,0.8,1
TM39NE,circle,black,0.8,1
TM45NE,circle,black,0.8,1
TM46NE,circle,black,0.8,1
TM48NE,circle,black,0.8,1
TM49NE,circle,black,0.8,1
TM58NE,circle,black,0.8,1
TM59NE,circle,black,0.8,1
TQ00NE,circle,black,0.8,1
TQ05NE,circle,black,0.8,1
TQ06NE,circle,black,0.8,1
TQ07NE,circle,black,0.8,1
TQ08NE,circle,black,0.8,1
TQ09NE,circle,black,0.8,1
TQ11NE,circle,black,0.8,1
TQ14NE,circle,black,0.8,1
TQ16NE,circle,black,0.8,1
TQ17NE,circle,black,0.8,1
TQ18NE,circle,black,0.8,1
TQ19NE,circle,black,0.8,1
TQ21NE,circle,black,0.8,1
TQ23NE,circle,black,0.8,1
TQ24NE,circle,black,0.8,1
TQ25NE,circle,black,0.8,1
TQ26NE,circle,black,0.8,1
TQ27NE,circle,black,0.8,1
TQ28NE,circle,black,0.8,1
TQ29NE,circle,black,0.8,1
TQ30NE,circle,black,0.8,1
TQ32NE,circle,black,0.8,1
TQ34NE,circle,black,0.8,1
TQ35NE,circle,black,0.8,1
TQ36NE,circle,black,0.8,1
TQ37NE,circle,black,0.8,1
TQ38NE,circle,black,0.8,1
TQ39NE,circle,black,0.8,1
TQ40NE,circle,black,0.8,1
TQ41NE,circle,black,0.8,1
TQ43NE,circle,black,0.8,1
TQ44NE,circle,black,0.8,1
TQ45NE,circle,black,0.8,1
TQ46NE,circle,black,0.8,1
TQ47NE,circle,black,0.8,1
TQ48NE,circle,black,0.8,1
TQ50NE,circle,black,0.8,1
TQ54NE,circle,black,0.8,1
TQ57NE,circle,black,0.8,1
TQ58NE,circle,black,0.8,1
TQ60NE,circle,black,0.8,1
TQ63NE,circle,black,0.8,1
TQ66NE,circle,black,0.8,1
TQ67NE,circle,black,0.8,1
TQ68NE,circle,black,0.8,1
TQ74NE,circle,black,0.8,1
TQ76NE,circle,black,0.8,1
TQ77NE,circle,black,0.8,1
TQ78NE,circle,black,0.8,1
TQ79NE,circle,black,0.8,1
TQ85NE,circle,black,0.8,1
TQ86NE,circle,black,0.8,1
TQ89NE,circle,black,0.8,1
TQ92NE,circle,black,0.8,1
TQ93NE,circle,black,0.8,1
TQ94NE,circle,black,0.8,1
TQ95NE,circle,black,0.8,1
TQ96NE,circle,black,0.8,1
TQ98NE,circle,black,0.8,1
TQ99NE,circle,black,0.8,1
TR01NE,circle,black,0.8,1
TR02NE,circle,black,0.8,1
TR03NE,circle,black,0.8,1
TR04NE,circle,black,0.8,1
TR05NE,circle,black,0.8,1
TR06NE,circle,black,0.8,1
TR07NE,circle,black,0.8,1
TR09NE,circle,black,0.8,1
TR13NE,circle,black,0.8,1
TR15NE,circle,black,0.8,1
TR24NE,circle,black,0.8,1
TR34NE,circle,black,0.8,1
TR36NE,circle,black,0.8,1
TV59NE,circle,black,0.8,1
WA50NE,circle,black,0.8,1
WA60NE,circle,black,0.8,1
WV27NE,circle,black,0.8,1
WV37NE,circle,black,0.8,1
WV38NE,circle,black,0.8,1
WV47NE,circle,black,0.8,1
WV55NE,circle,black,0.8,1
